5,8
4,8
4,8
4,8
5,8
4,8
4,8
4,8
5,8
5,8
4,8
4,8
5,8
5,8
4,8
5,8
5,8
4,8
4,8
4,8
5,8
4,8
4,8
4,8
5,8
4,8
4,8
5,8
4,8
5,8
4,8
5,8
4,8
5,8
5,8
4,8
4,8
4,8
5,8
4,8
4,8
5,8
4,8
4,8
5,8
5,8
5,8
5,8
5,8
4,8
4,8
4,8
4,8
4,8
5,8
5,8
4,8
4,8
5,8
4,8
4,8
4,8
4,8
5,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
4,9
4,9
5,9
5,9
4,9
4,9
5,9
4,9
5,9
5,9
4,9
4,9
5,9
5,9
5,9
4,9
4,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
4,9
5,9
4,9
5,9
4,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
4,9
4,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
4,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
4,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
4,9
4,9
4,9
4,9
4,9
4,9
4,9
4,9
4,9
4,9
4,9
4,9
3,9
4,9
3,9
4,9
4,9
4,9
5,9
5,9
4,9
4,9
3,9
4,9
5,9
4,9
4,9
4,9
4,9
4,9
3,9
5,9
3,9
3,9
3,9
3,9
